dataset,model_key,prompt_strategy,model_condition,topology,minority_ratio,position_config,n,mean_fdr,median_fdr,std_fdr,frac_asch
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.2,0,400,1.721565890774126,0.6485369913624696,27.743671367624458,0.625
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.2,1,397,0.7733732212787771,0.7923639394576335,3.5959922613693704,0.7002518891687658
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.2,2,397,0.5539359493060991,0.7172979020371567,1.3246770627191136,0.6498740554156172
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.3,0,350,2.220212231580534,0.6890294835747213,22.39350764125991,0.6485714285714286
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.3,1,347,0.7952127353005548,0.7857946102105905,1.7065435539208762,0.7002881844380403
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,chain,0.3,2,347,0.979387411071072,0.7432877426683163,4.35188834218348,0.6772334293948127
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,circle,0.1,0,449,0.5206395031768997,0.5515006860961229,1.482847260697406,0.5233853006681515
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,circle,0.2,0,399,0.4734947799464719,0.5449731657975163,3.700315461757693,0.5288220551378446
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,circle,0.3,0,349,0.2501372241812975,0.489683132946972,2.6854956904614617,0.4785100286532951
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,fc,0.1,0,408,0.0960906016883309,0.3959128242657114,13.31690608638176,0.44362745098039214
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,fc,0.2,0,352,0.8509525356212913,0.644465977124489,2.72328126126686,0.5795454545454546
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,fc,0.3,0,328,1.5693298998647924,0.7025953996271193,8.008642313559402,0.6067073170731707
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.1,0,449,1.003398377626812,0.9996527779265877,1.8503340481199029,0.6525612472160356
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.1,1,450,0.9649362780126747,0.846474939703441,0.43160295664817105,0.9155555555555556
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.2,0,397,-0.22347081258773188,0.7782027815324555,4.435346243982109,0.5944584382871536
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.2,1,400,1.0350540878717334,1.0003007699876088,0.3945814701481141,0.92
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.3,0,350,28.204028595775977,0.9076175275285333,363.7388636206714,0.6742857142857143
synthetic,qwen-0.5b-instruct,rigid:rigid,model_induced,star,0.3,1,350,-0.7914831826896778,0.8134625066990886,16.748374641724297,0.7142857142857143
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.1,0,409,1.0379329476262962,0.8606559161223465,1.241506510477136,0.8337408312958435
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.1,1,419,1.0327707884816195,0.9486152163518681,1.9747870139557298,0.8615751789976134
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.1,2,444,0.9591181694513389,0.9514325484874011,0.5653107041900435,0.8896396396396397
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.2,0,344,0.8300954295917665,0.8150141048250792,1.6644386283922517,0.7936046511627907
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.2,1,361,0.9056297597152335,0.9641776882774163,1.1660738098934407,0.8448753462603878
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.2,2,394,0.9435005661450221,0.9614637959862335,1.546171067503351,0.8984771573604061
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.3,0,293,0.9863991230919317,0.8093411866981742,1.53716101279676,0.7986348122866894
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.3,1,307,0.6301760709501022,0.9934804335960324,5.8281124417637855,0.8827361563517915
synthetic,qwen-7b-base,rigid:rigid,model_induced,chain,0.3,2,345,1.0775086933273026,0.9844419483133765,1.2108595285179273,0.9072463768115943
synthetic,qwen-7b-base,rigid:rigid,model_induced,circle,0.1,0,370,0.6622938517973683,0.6642328600408565,0.9806763741093251,0.7027027027027027
synthetic,qwen-7b-base,rigid:rigid,model_induced,circle,0.2,0,292,0.8095373564338727,0.6619934032458162,3.130392852040751,0.6712328767123288
synthetic,qwen-7b-base,rigid:rigid,model_induced,circle,0.3,0,238,0.6930707914565043,0.6363056479728195,0.716609712786102,0.6848739495798319
synthetic,qwen-7b-base,rigid:rigid,model_induced,fc,0.1,0,71,0.13131744435627218,0.4311838980901211,0.8140521505581257,0.36619718309859156
synthetic,qwen-7b-base,rigid:rigid,model_induced,fc,0.2,0,54,0.49860545572768544,0.5304658594002106,0.6322221034559381,0.5185185185185185
synthetic,qwen-7b-base,rigid:rigid,model_induced,fc,0.3,0,13,0.8258605269470003,0.8193389756843976,0.03675956801672107,1.0
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.1,0,276,0.7507315167129301,0.6626503792066496,0.7733254251613103,0.6630434782608695
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.1,1,261,1.0158645298752622,0.884529994382989,2.2115977413969077,0.7241379310344828
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.2,0,190,1.441975356554657,0.705389204402127,5.8805381708859,0.7736842105263158
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.2,1,112,1.4184664739390607,0.7171735787903384,2.0220063981912912,0.7142857142857143
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.3,0,194,0.8262701032851929,0.5878125480133478,1.2510942632298194,0.6701030927835051
synthetic,qwen-7b-base,rigid:rigid,model_induced,star,0.3,1,91,1.6884389133024995,0.9157310339903832,3.061450018740257,0.6153846153846154
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.1,0,1350,0.14891639865074105,0.6618910646461135,17.327693455478972,0.6577777777777778
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.1,1,1350,0.7656710557954071,0.7626712089440487,1.747825551533366,0.7348148148148148
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.1,2,1350,0.745062605629521,0.7658334397014714,1.9321654426563093,0.7192592592592593
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.2,0,1200,0.6399283496595672,0.662160172760208,1.9504166234698463,0.6591666666666667
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.2,1,1200,2.1494265130766608,0.7745876544328612,48.404663142222674,0.7633333333333333
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.2,2,1200,0.8576670482247805,0.7781794699956421,2.178313817785919,0.7283333333333334
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.3,0,1050,1.2334609275417987,0.6460261704115758,15.925637024653845,0.6552380952380953
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.3,1,1050,1.8019193511607223,0.8018946383478377,54.712713760566736,0.7704761904761904
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,chain,0.3,2,1050,0.783667059154968,0.8102315788675196,5.523667774345632,0.7409523809523809
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,circle,0.1,0,1350,0.5563680726726059,0.5777005522304567,0.7454434886500619,0.6014814814814815
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,circle,0.2,0,1200,0.5251696817358183,0.5800545850246205,1.4815798875651558,0.6075
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,circle,0.3,0,1050,0.39997938854390225,0.5846789224083018,5.658817553350302,0.6123809523809524
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,fc,0.1,0,1350,0.5916671011074571,0.5856890485134161,0.26075471047628623,0.62
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,fc,0.2,0,1200,0.6023771257521704,0.6292272857204972,0.23845544365636046,0.6691666666666667
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,fc,0.3,0,1050,0.5564807776044101,0.5547418581285062,0.26877897990289706,0.5638095238095238
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.1,0,1350,0.5576599641038262,0.5341019651596399,0.4549042167603827,0.5325925925925926
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.1,1,1350,0.6079627532471996,0.7162160387976799,0.82917271091408,0.7985185185185185
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.2,0,1200,0.528518158494447,0.5374513950272237,0.5358144914790893,0.5341666666666667
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.2,1,1200,0.5878088143951526,0.7536634050356781,0.9760177743819677,0.7941666666666667
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.3,0,1050,0.5541708103334506,0.525734192517868,0.4692643217784841,0.5466666666666666
synthetic,qwen-7b-instruct,rigid:rigid,model_induced,star,0.3,1,1050,9.874093693833231,0.7308546251739071,239.97462467963143,0.7704761904761904
